context,p,decision
54,0,"[np.float64(0.09898907655800641), np.float64(-0.15209779186334912)]"
54,1,"[-0.13073479089976028, -0.1468318724363065]"
54,2,"[-0.006022918077187522, -0.15163816383932965]"
54,3,"[np.float64(0.09898907655800641), np.float64(-0.15209779186334912)]"
55,0,"[np.float64(0.17696666213333134), np.float64(0.067605688374503)]"
55,1,"[0.2118167431335698, 0.12424304531651541]"
55,2,"[0.1786148857963929, 0.07184049777477414]"
55,3,"[0.18945460645277193, 0.09742387119787517]"
56,0,"[np.float64(0.00977758760407918), np.float64(-0.10279219934891111)]"
56,1,"[0.041520021953444675, -0.05991455890372971]"
56,2,"[np.float64(0.002826318150330853), np.float64(-0.11381437248628029)]"
56,3,"[np.float64(0.0003173041652653752), np.float64(-0.11756670712755327)]"
57,0,"[np.float64(-0.19768640816801614), np.float64(-0.010106094155884066)]"
57,1,"[-0.11603247026829897, -0.03553124557583816]"
57,2,"[-0.16615438601465216, -0.012890647963785092]"
57,3,"[np.float64(-0.20633236246630204), np.float64(-0.003959385829230656)]"
58,0,"[np.float64(0.40870793129369276), np.float64(0.02883455436862109)]"
58,1,"[0.4270488740536978, 0.03761757908094847]"
58,2,"[0.4232692478238855, 0.03657672719740948]"
58,3,"[np.float64(0.40458569076244233), np.float64(0.04241470961515115)]"
59,0,"[np.float64(-0.02584853512592359), np.float64(0.22999148783715292)]"
59,1,"[-0.03604691506432939, 0.1153462425667302]"
59,2,"[-0.026794482593260185, 0.15850650322826607]"
59,3,"[np.float64(-0.025381684267630197), np.float64(0.20783795923128898)]"
60,0,"[np.float64(0.009548647594346944), np.float64(-0.2344954366258059)]"
60,1,"[0.14546345701056326, -0.08618667441589008]"
60,2,"[0.11844630561977769, -0.09985793439849563]"
60,3,"[np.float64(-0.009130471858322865), np.float64(-0.24617825204223318)]"
61,0,"[np.float64(0.31696007445865465), np.float64(0.2008725421256625)]"
61,1,"[0.3343818637608789, 0.18714170231450641]"
61,2,"[0.31696007445865465, 0.2008725421256625]"
61,3,"[np.float64(0.3103609279306624), np.float64(0.20999302042603313)]"
62,0,"[np.float64(-0.10338122157357811), np.float64(0.14741612871420368)]"
62,1,"[-0.18912361468080774, 0.08275076021661348]"
62,2,"[-0.17247229595143695, 0.11055814901950797]"
62,3,"[np.float64(-0.08144503720725413), np.float64(0.15983227656743726)]"
63,0,"[np.float64(-0.09185538152848333), np.float64(0.20687800600779185)]"
63,1,"[-0.10198837660293747, 0.4016795642425691]"
63,2,"[-0.09209829454077888, 0.3375902257351925]"
63,3,"[np.float64(-0.09115807843213561), np.float64(0.2077568773922232)]"
64,0,"[np.float64(-0.07404434849507047), np.float64(-0.07372277431797909)]"
64,1,"[-0.15148749276562823, -0.1979882488010802]"
64,2,"[-0.12530029129163203, -0.15517338541891873]"
64,3,"[np.float64(-0.09533102720545936), np.float64(-0.11343659497465683)]"
65,0,"[np.float64(-0.01182061403176965), np.float64(-0.08575045229369227)]"
65,1,"[0.3136979541879618, -0.018692144293650043]"
65,2,"[0.19288250647997482, -0.06106195804028933]"
65,3,"[np.float64(0.06854149663714286), np.float64(-0.10120802502780832)]"
66,0,"[np.float64(0.12706326422159603), np.float64(0.045545151443277324)]"
66,1,"[0.05248615022500644, -0.07040183051640934]"
66,2,"[0.11719109497080119, -0.012132058520321946]"
66,3,"[np.float64(0.1399399153729276), np.float64(0.033334811124673805)]"
67,0,"[np.float64(-0.08892686086519781), np.float64(0.03781106059729224)]"
67,1,"[-0.08384275807410002, -0.10440315589501989]"
67,2,"[-0.11972543353272781, 0.02985742051522338]"
67,3,"[np.float64(-0.11936740381550227), np.float64(0.06339290300284105)]"
68,0,"[np.float64(-0.29826428614344447), np.float64(-0.08197387338545647)]"
68,1,"[-0.31588615295443573, -0.2142907692407101]"
68,2,"[-0.30604478561700993, -0.1588622370969413]"
68,3,"[np.float64(-0.28665844850091426), np.float64(-0.07434292874994955)]"
69,0,"[np.float64(-0.07087733385999846), np.float64(0.30766056924033797)]"
69,1,"[0.019456175027354954, 0.11517115626108766]"
69,2,"[-0.06160710346428405, 0.20989893760852965]"
69,3,"[np.float64(-0.08578458342990432), np.float64(0.26480523451593657)]"
70,0,"[np.float64(0.20604395122874897), np.float64(-0.07669065743051329)]"
70,1,"[0.14702837230224877, 0.12025088343378582]"
70,2,"[0.16169791714294562, 0.07087046775319854]"
70,3,"[np.float64(0.21026560359431615), np.float64(-0.03543837448351545)]"
71,0,"[np.float64(0.15026282832095425), np.float64(-0.2069282847419353)]"
71,1,"[0.17146831665010195, -0.04522985161646127]"
71,2,"[0.17936674811892864, -0.05019494095787638]"
71,3,"[np.float64(0.15901024778337716), np.float64(-0.1923085902100506)]"
72,0,"[np.float64(-0.029096426683922892), np.float64(-0.05354046571249531)]"
72,1,"[0.0325274361508264, -0.07107886609056493]"
72,2,"[0.007843552701401427, -0.051809583390360514]"
72,3,"[np.float64(-0.007974876693158259), np.float64(-0.05429768651559523)]"
73,0,"[np.float64(0.2238321663307229), np.float64(0.39506221939501984)]"
73,1,"[0.2018756464430835, 0.41426422083367814]"
73,2,"[0.21052772066140296, 0.39750806679799044]"
73,3,"[np.float64(0.22204213846993676), np.float64(0.3919621511179581)]"
74,0,"[np.float64(0.5626501546987355), np.float64(0.05459045090588356)]"
74,1,"[0.42628596575985733, 0.12897718465887859]"
74,2,"[0.45614420690243784, 0.12274872113702759]"
74,3,"[np.float64(0.5287585088539538), np.float64(0.10181740120287915)]"
0,0,"[np.float64(0.26511359459858763), np.float64(0.10925870341361535)]"
0,1,"[0.2154522074954936, 0.013120577701454434]"
0,2,"[0.2342003624747015, 0.04925525684320151]"
0,3,"[0.24724308189099709, 0.07041263609648055]"
1,0,"[np.float64(0.08895321298313981), np.float64(-0.1815333382304777)]"
1,1,"[0.08714696431529405, 0.0032122624001409417]"
1,2,"[0.09864595249263633, -0.09303065603752028]"
1,3,"[np.float64(0.0947466703549452), np.float64(-0.14002802446795537)]"
2,0,"[np.float64(-0.003051149432090859), np.float64(0.0203525980932601)]"
2,1,"[0.021488573484753304, 0.1016555018742291]"
2,2,"[-0.004417082980476959, 0.0737476025715455]"
2,3,"[np.float64(-0.009663631595415445), np.float64(0.04432325987350125)]"
3,0,"[np.float64(0.13881013925937638), np.float64(-0.08458260098739646)]"
3,1,"[0.160063503527467, -0.04376901090132037]"
3,2,"[0.17527841017610982, -0.08160918944959089]"
3,3,"[np.float64(0.17045020829790097), np.float64(-0.08752094689381101)]"
4,0,"[np.float64(-0.106651410411121), np.float64(-0.20482254981143277)]"
4,1,"[-0.07489464227763723, -0.25851273403101394]"
4,2,"[-0.08608743389404871, -0.2226297337088347]"
4,3,"[np.float64(-0.09673650792908436), np.float64(-0.19964494497350962)]"
5,0,"[np.float64(-0.015143643545703397), np.float64(-0.20951068955524788)]"
5,1,"[-0.08851160026735787, -0.21057729011808043]"
5,2,"[-0.08568058683944908, -0.21235206510555724]"
5,3,"[np.float64(-0.011019705487978551), np.float64(-0.2079746038729744)]"
6,0,"[np.float64(0.38319148664021413), np.float64(0.27563675857191133)]"
6,1,"[0.34731204159566864, -0.006656193799192009]"
6,2,"[np.float64(0.3829462480930932), np.float64(0.2777922612057503)]"
6,3,"[np.float64(0.3829462480930932), np.float64(0.2777922612057503)]"
7,0,"[np.float64(-0.1766677789922974), np.float64(-0.17674546446848438)]"
7,1,"[-0.22972055634531105, -0.1275435996328448]"
7,2,"[-0.1914250141867127, -0.14089069721836062]"
7,3,"[np.float64(-0.16680776195903457), np.float64(-0.15768588490892643)]"
8,0,"[np.float64(0.116858249585522), np.float64(0.017017842368279336)]"
8,1,"[-0.10064777815153697, -0.04218973560754613]"
8,2,"[-0.08302138562113864, -0.034030457766833354]"
8,3,"[np.float64(0.10078047444442066), np.float64(0.032925910912364915)]"
9,0,"[np.float64(-0.12268723524604976), np.float64(0.05224317727678563)]"
9,1,"[-0.11353756115215902, 0.0459071007103648]"
9,2,"[-0.11550721528602235, 0.03803935648874185]"
9,3,"[np.float64(-0.13758837497774198), np.float64(0.05191929307704908)]"
10,0,"[np.float64(0.26223245278089613), np.float64(-0.2021935157044547)]"
10,1,"[0.21591320095586716, -0.2560739532046225]"
10,2,"[0.25205176054369827, -0.2195707964798482]"
10,3,"[np.float64(0.2666057757167789), np.float64(-0.19415885175791606)]"
11,0,"[np.float64(0.18195660081032278), np.float64(0.20010630257722659)]"
11,1,"[0.2463239237246213, 0.3208932760725035]"
11,2,"[0.1914927811862513, 0.2340747145640613]"
11,3,"[np.float64(0.16615467849882493), np.float64(0.2020551516373769)]"
12,0,"[np.float64(-0.06545712922662342), np.float64(0.18426173115325334)]"
12,1,"[-0.1215411758830002, 0.14023489709188364]"
12,2,"[-0.10584762330335286, 0.1779145332064368]"
12,3,"[np.float64(-0.06238165593573694), np.float64(0.18836578208732793)]"
13,0,"[np.float64(-0.12964039730325133), np.float64(-0.1995905364193642)]"
13,1,"[0.005129519548247146, 0.005174800453982581]"
13,2,"[-0.09223475852051087, -0.09383957861853959]"
13,3,"[np.float64(-0.1300276984234992), np.float64(-0.15878529531134333)]"
14,0,"[np.float64(0.14417614850205374), np.float64(0.008934680444872695)]"
14,1,"[0.17385021455321056, 0.11444973539150056]"
14,2,"[0.17220467021981195, 0.0998543043057357]"
14,3,"[np.float64(0.1364443818286351), np.float64(0.026041957954921768)]"
15,0,"[np.float64(0.1277290599827937), np.float64(-0.013597128090642722)]"
15,1,"[0.07340774954397661, -0.13078675369594084]"
15,2,"[0.08022636870589751, -0.045466265577401736]"
15,3,"[np.float64(0.09801030304237789), np.float64(-0.0010120090538043962)]"
16,0,"[np.float64(0.04582765023003025), np.float64(0.20200421685877568)]"
16,1,"[-0.18531807157698627, 0.38612804990099026]"
16,2,"[-0.033362102191524017, 0.28042223063378724]"
16,3,"[np.float64(0.02436564570476636), np.float64(0.2326363551657014)]"
17,0,"[np.float64(-0.010314824572662196), np.float64(-0.035981260684865096)]"
17,1,"[-0.011463243707232992, 0.04203061768941998]"
17,2,"[0.0029999582325073576, 0.026143215623368632]"
17,3,"[np.float64(-0.002611901415850923), np.float64(-0.0021825355027645377)]"
18,0,"[np.float64(-0.06272878078187168), np.float64(0.016111283249495963)]"
18,1,"[0.010601865293366639, -0.04383288826010282]"
18,2,"[-0.0009532699807600839, -0.02648914467837611]"
18,3,"[np.float64(-0.10189594714698699), np.float64(0.04107984768805645)]"
19,0,"[np.float64(0.2086466077194457), np.float64(-0.2993058260708305)]"
19,1,"[0.17528273112243262, -0.0622340417078702]"
19,2,"[0.18863662683402105, -0.11969918006994112]"
19,3,"[np.float64(0.21557760430167838), np.float64(-0.3134594001687935)]"
20,0,"[np.float64(0.04192671120943388), np.float64(0.24001641764663886)]"
20,1,"[-0.015208146527374608, 0.370702191211025]"
20,2,"[0.006757127070239203, 0.304890833442396]"
20,3,"[np.float64(0.027868508584485314), np.float64(0.2604522126759019)]"
21,0,"[np.float64(0.37706902491749317), np.float64(-0.2184928499098964)]"
21,1,"[0.33890960859579805, -0.27701035606472113]"
21,2,"[0.3747722689305993, -0.21402473601030483]"
21,3,"[np.float64(0.3771620021951954), np.float64(-0.20119604339759561)]"
22,0,"[np.float64(-0.05209366469887493), np.float64(-0.3602483414351271)]"
22,1,"[-0.02768482387505866, -0.3071119322514438]"
22,2,"[-0.017842617379654493, -0.31848267056776414]"
22,3,"[np.float64(-0.05209366469887493), np.float64(-0.3602483414351271)]"
23,0,"[np.float64(-0.03886838642232577), np.float64(-0.16810538344453904)]"
23,1,"[0.054479914032039695, -0.11622409283669759]"
23,2,"[0.00980923541710155, -0.1772797658182459]"
23,3,"[np.float64(-0.009077383980340366), np.float64(-0.18905812215573709)]"
24,0,"[np.float64(0.2862790036683525), np.float64(0.27509905036153176)]"
24,1,"[0.21465120468684223, 0.3153977924868297]"
24,2,"[0.25253986986229165, 0.29755585489629877]"
24,3,"[np.float64(0.2755850974963563), np.float64(0.28548768838651156)]"
25,0,"[np.float64(-0.16855470542174045), np.float64(-0.03812146523538732)]"
25,1,"[-0.24419582127295564, -0.045013725129081555]"
25,2,"[-0.20839505484784432, -0.03380282803442302]"
25,3,"[-0.18534066479197492, -0.03203069519922187]"
26,0,"[np.float64(0.20475986011955077), np.float64(0.16092546755452378)]"
26,1,"[0.22941095293022157, 0.17409140915440433]"
26,2,"[0.20464002888827332, 0.16516086554054632]"
26,3,"[0.20758210187334408, 0.16707481891308235]"
27,0,"[np.float64(-0.4070278710091693), np.float64(-0.08721120471303914)]"
27,1,"[-0.2133990239466539, -0.024281993666249668]"
27,2,"[-0.27967273571665685, -0.043330719510229085]"
27,3,"[np.float64(-0.39985093894655765), np.float64(-0.10348520324099134)]"
28,0,"[np.float64(0.014926020401668488), np.float64(-0.06536484792702185)]"
28,1,"[-0.15067697015771903, -0.11297487167756862]"
28,2,"[-0.0755776476344583, -0.08225052471070186]"
28,3,"[-0.11351702000103113, -0.09534833653668275]"
29,0,"[np.float64(-0.13569534300189795), np.float64(0.00695196328850943)]"
29,1,"[-0.3101626871995047, 0.0678198144790711]"
29,2,"[-0.18731867815335623, 0.01076360038917841]"
29,3,"[np.float64(-0.13205407822141646), np.float64(-0.015645692902629717)]"
30,0,"[np.float64(0.06253193103506847), np.float64(0.15806845398328004)]"
30,1,"[0.3323936698889774, 0.12528657214997863]"
30,2,"[0.1888764760000691, 0.14651159806128025]"
30,3,"[np.float64(0.05505327200682215), np.float64(0.15821860447392821)]"
31,0,"[np.float64(0.06307136182092524), np.float64(-0.029863526847424576)]"
31,1,"[0.038575956829667725, 0.1057854864808617]"
31,2,"[0.03993079631202164, 0.07844482059793982]"
31,3,"[np.float64(0.07237656540490081), np.float64(-0.02303742870586889)]"
32,0,"[np.float64(0.12819316101365147), np.float64(-0.23347613425412797)]"
32,1,"[-0.15612156030815447, -0.16292013300046687]"
32,2,"[-0.027721528510235544, -0.18320784458445855]"
32,3,"[np.float64(0.050898572762130695), np.float64(-0.205154999013273)]"
33,0,"[np.float64(0.10481830111099939), np.float64(0.37869597407534145)]"
33,1,"[0.12386923357740437, 0.3599206428025544]"
33,2,"[0.1295276889324836, 0.3725055713482748]"
33,3,"[np.float64(0.10481830111099939), np.float64(0.37869597407534145)]"
34,0,"[np.float64(0.08003560289429547), np.float64(0.06395486545199972)]"
34,1,"[0.10895825027738983, 0.10369311669487244]"
34,2,"[0.11110901192302629, 0.06913582769543108]"
34,3,"[np.float64(0.10071006640591867), np.float64(0.058819627430902)]"
35,0,"[np.float64(0.09536713213384822), np.float64(-0.03642249815548498)]"
35,1,"[0.041298530306656936, 0.00742685110754591]"
35,2,"[np.float64(0.11621595922328941), np.float64(-0.05626841302069854)]"
35,3,"[np.float64(0.11621595922328941), np.float64(-0.05626841302069854)]"
36,0,"[np.float64(0.07069226062433061), np.float64(-0.06508119252763753)]"
36,1,"[-0.04116926140444263, -0.1923077915181279]"
36,2,"[0.01836150072051348, -0.1431385337925227]"
36,3,"[np.float64(0.07069226062433061), np.float64(-0.06508119252763753)]"
37,0,"[np.float64(0.2591523712242543), np.float64(-0.22208640607510283)]"
37,1,"[0.1295364687376536, -0.1889855788296527]"
37,2,"[0.23406377267746298, -0.21186584225221072]"
37,3,"[np.float64(0.2994895091890281), np.float64(-0.22926123786167735)]"
38,0,"[np.float64(-0.2995993836944569), np.float64(-0.19154355190055414)]"
38,1,"[-0.4480172337336553, 0.036413401650826405]"
38,2,"[-0.3674056685567474, -0.06248056167719876]"
38,3,"[np.float64(-0.3248766047022068), np.float64(-0.10612974664017759)]"
39,0,"[np.float64(0.13449547381651494), np.float64(-0.24758923201815403)]"
39,1,"[0.10002604036126883, -0.17789830490282987]"
39,2,"[0.13489655853309687, -0.252084272584311]"
39,3,"[np.float64(0.13757843182040294), np.float64(-0.26116557648721483)]"
40,0,"[np.float64(-0.23724251343886013), np.float64(0.30673419254193746)]"
40,1,"[-0.27490728818770926, 0.08471215024953518]"
40,2,"[-0.24711240290153305, 0.20235050024307774]"
40,3,"[np.float64(-0.230357687711309), np.float64(0.2980391355939295)]"
41,0,"[np.float64(-0.1712151238912358), np.float64(0.07401308459408461)]"
41,1,"[-0.011406469586650196, 0.2716511178894941]"
41,2,"[-0.1175975373431791, 0.14756032413673267]"
41,3,"[-0.10891729526606005, 0.16051371521145485]"
42,0,"[np.float64(-0.1413844741414446), np.float64(0.2167675610817954)]"
42,1,"[-0.2363450163813697, 0.15241663838862674]"
42,2,"[-0.21269129698440922, 0.19219304291547407]"
42,3,"[np.float64(-0.1646735584422388), np.float64(0.22777147261074648)]"
43,0,"[np.float64(0.13336364395960543), np.float64(0.0731558476321156)]"
43,1,"[0.18739573080809668, 0.2854599156466556]"
43,2,"[0.140051423410755, 0.2305870182820719]"
43,3,"[np.float64(0.11760248890360982), np.float64(0.10383087125757859)]"
44,0,"[np.float64(-0.041936737464688595), np.float64(-0.08306283357773284)]"
44,1,"[-0.16012997530193934, -0.1089219584074268]"
44,2,"[-0.09511685747781518, -0.09988095833735547]"
44,3,"[np.float64(-0.06395553203974388), np.float64(-0.09303905954542736)]"
45,0,"[np.float64(-0.12026713003744721), np.float64(0.08752180046973776)]"
45,1,"[-0.2567634846466352, 0.16649447482488858]"
45,2,"[-0.2060132359503192, 0.1259863542787066]"
45,3,"[np.float64(-0.12409022382139981), np.float64(0.0707826759702572)]"
46,0,"[np.float64(-0.1452921226404001), np.float64(-0.016006442141305983)]"
46,1,"[-0.13174968808518586, -0.09194623908009579]"
46,2,"[-0.1452921226404001, -0.03916008720919544]"
46,3,"[np.float64(-0.14836543465783558), np.float64(-0.023333623921455878)]"
47,0,"[np.float64(0.1430601681954938), np.float64(-0.2647552861598479)]"
47,1,"[0.1545222101710454, -0.0023247550836242303]"
47,2,"[0.14295095597981983, -0.10603565788288635]"
47,3,"[np.float64(0.1428344799613569), np.float64(-0.23065989010608556)]"
48,0,"[np.float64(-0.12041300448098596), np.float64(-0.44903910567498106)]"
48,1,"[-0.007189493222757609, -0.5495917020081803]"
48,2,"[-0.07962745612427173, -0.513353107782881]"
48,3,"[np.float64(-0.12491258768365689), np.float64(-0.4698836247840852)]"
49,0,"[np.float64(0.18307466033597727), np.float64(-0.009933747275657663)]"
49,1,"[0.4067742207652003, 0.07768675981051637]"
49,2,"[0.31859032719608676, -0.009847146402907223]"
49,3,"[np.float64(0.28285979977361375), np.float64(-0.02898460817152873)]"
50,0,"[np.float64(-0.00518900838022867), np.float64(0.05104233077309868)]"
50,1,"[-0.19748024971458544, 0.021658187800978418]"
50,2,"[-0.09563681230513295, 0.04902631885752938]"
50,3,"[np.float64(-0.02279035543812275), np.float64(0.05809842085634344)]"
51,0,"[np.float64(-0.0010431923523181313), np.float64(-0.2777534684603261)]"
51,1,"[0.05458793720874427, -0.32213292892985834]"
51,2,"[-0.0010431923523181313, -0.2777534684603261]"
51,3,"[0.005007014564759257, -0.28271482102739715]"
52,0,"[np.float64(0.20525564305716906), np.float64(0.13952468926002465)]"
52,1,"[0.3039288060664257, -0.02725083861334076]"
52,2,"[0.23357290585570872, 0.07166760776371837]"
52,3,"[np.float64(0.1958793666512329), np.float64(0.12664166990310802)]"
53,0,"[np.float64(-0.013643686793988696), np.float64(0.0830279168407034)]"
53,1,"[-0.01034637419990745, 0.05947106613853087]"
53,2,"[-0.0212298665419483, 0.07465175192350723]"
53,3,"[np.float64(-0.0076564801480044405), np.float64(0.08969162016301037)]"
54,0,"[np.float64(0.1272104422001999), np.float64(-0.16982262271272366)]"
54,1,"[0.07839742643646086, -0.10148257493935876]"
54,2,"[0.12390087241062459, -0.14227048389159494]"
54,3,"[0.12390087241063114, -0.14227048389159103]"
55,0,"[np.float64(0.32223387511628054), np.float64(0.4076702177714464)]"
55,1,"[0.37301797673052484, 0.20723859828742158]"
55,2,"[0.329795908660094, 0.367933396745063]"
55,3,"[np.float64(0.32223387511628054), np.float64(0.4076702177714464)]"
56,0,"[np.float64(0.0497462264199032), np.float64(0.07696437413218467)]"
56,1,"[-0.013570968492232785, 0.08166970832095743]"
56,2,"[0.03413044517141166, 0.0942419681043131]"
56,3,"[np.float64(0.043173552592982195), np.float64(0.09821162463549098)]"
57,0,"[np.float64(-0.27447632669500344), np.float64(-0.012957262361212842)]"
57,1,"[-0.2966035476354998, -0.022828113337106007]"
57,2,"[-0.26852148318969227, -0.006409353239402317]"
57,3,"[-0.27761802208423875, -0.013126484635009462]"
58,0,"[np.float64(-0.0962066104860329), np.float64(-0.09494364103853231)]"
58,1,"[-0.12258038566296407, -0.15587802439558582]"
58,2,"[-0.10042189303590789, -0.10203542537646178]"
58,3,"[np.float64(-0.08844163192845239), np.float64(-0.08088931922801255)]"
59,0,"[np.float64(0.03684472088293069), np.float64(0.0920654336018353)]"
59,1,"[0.06239304502591675, -0.1303856175485478]"
59,2,"[0.0425047747360326, -0.04185388419642859]"
59,3,"[np.float64(0.02794516540146182), np.float64(0.06715442347492995)]"
60,0,"[np.float64(0.22358874370487455), np.float64(-0.33057220282288796)]"
60,1,"[0.06928928043133877, -0.3030908734644156]"
60,2,"[0.14252146136718524, -0.3224380030702676]"
60,3,"[np.float64(0.24615675658233233), np.float64(-0.3502812447458056)]"
61,0,"[np.float64(0.07378763907337235), np.float64(-0.14020592737525578)]"
61,1,"[-0.07842409871144304, -0.05329393151035738]"
61,2,"[-0.05142851093698421, -0.061103448194527926]"
61,3,"[np.float64(0.049587257145356195), np.float64(-0.0778477276476412)]"
62,0,"[np.float64(-0.21840388576925518), np.float64(0.05433413547619485)]"
62,1,"[-0.17571982357381194, 0.11480884100287063]"
62,2,"[-0.2018409452576902, 0.08787410523034656]"
62,3,"[np.float64(-0.22244681777797554), np.float64(0.045004400081124496)]"
63,0,"[np.float64(-0.07821912260381048), np.float64(-0.1729053620895767)]"
63,1,"[-0.11435067853854601, -0.23415614029601678]"
63,2,"[-0.10651713734833568, -0.20545231187108182]"
63,3,"[np.float64(-0.06987119576452651), np.float64(-0.15909022478960627)]"
64,0,"[np.float64(0.2106115853153174), np.float64(-0.03969708823953065)]"
64,1,"[0.01557805795074478, -0.005527996964995285]"
64,2,"[0.09764117695872038, -0.0266713368404866]"
64,3,"[np.float64(0.1410955799576747), np.float64(-0.03460396372781556)]"
65,0,"[np.float64(0.4112534356130607), np.float64(0.28406398110650166)]"
65,1,"[0.29453242604620133, 0.2791982348830748]"
65,2,"[0.3453236250757358, 0.2806034985193205]"
65,3,"[np.float64(0.41601276882688704), np.float64(0.2899226030584414)]"
66,0,"[np.float64(0.15638035764432898), np.float64(-0.0504041672627382)]"
66,1,"[0.18951863098998156, 0.05575197955534329]"
66,2,"[0.16655242844302942, -0.0440392355759104]"
66,3,"[np.float64(0.14775242724618837), np.float64(-0.09300469413838394)]"
67,0,"[np.float64(0.16589181603087286), np.float64(-0.012950257387296736)]"
67,1,"[0.13043686372390395, -0.04815952663743178]"
67,2,"[0.16491764673336418, -0.014261282441954792]"
67,3,"[np.float64(0.16867006927539804), np.float64(-0.009066228298348723)]"
68,0,"[np.float64(0.1673926810648489), np.float64(0.12037875867825189)]"
68,1,"[-0.018718260873393663, 0.21385832549959172]"
68,2,"[np.float64(0.10501853545157727), np.float64(0.11319492114817131)]"
68,3,"[np.float64(0.15089690981838347), np.float64(0.09312657959701133)]"
69,0,"[np.float64(0.07126150918994376), np.float64(-0.05352116335226048)]"
69,1,"[0.16488244840334856, -0.04737647402577891]"
69,2,"[0.14336867493472802, -0.04720952436641712]"
69,3,"[np.float64(0.07745211342054385), np.float64(-0.057394253111665836)]"
70,0,"[np.float64(0.18297311418510295), np.float64(-0.009495165534716937)]"
70,1,"[0.258512099948404, 0.0033825871970367405]"
70,2,"[0.22114587268734698, -0.006359837560911269]"
70,3,"[np.float64(0.18297311418510295), np.float64(-0.009495165534716937)]"
71,0,"[np.float64(-0.045372794977074554), np.float64(0.13389423842071344)]"
71,1,"[-0.018350057886790394, 0.12996132759829776]"
71,2,"[-0.03726718922831457, 0.1344763882974707]"
71,3,"[np.float64(-0.045795324120446707), np.float64(0.13648187264697592)]"
72,0,"[np.float64(0.10535095600228801), np.float64(-0.1442270967931793)]"
72,1,"[0.13869524820406842, -0.2882697975166365]"
72,2,"[0.10860473116733883, -0.2378708180079132]"
72,3,"[np.float64(0.10228443786520329), np.float64(-0.19018319438059872)]"
73,0,"[np.float64(0.01720795511708678), np.float64(0.0109868644701894)]"
73,1,"[0.06827275396647525, 0.010085364954451018]"
73,2,"[0.04062364202696969, -0.005796138772026102]"
73,3,"[np.float64(0.008076689163978907), np.float64(-0.005440391133596914)]"
74,0,"[np.float64(-0.017059556451848826), np.float64(0.15905105599526992)]"
74,1,"[-0.039096547811846905, -0.015435529954755021]"
74,2,"[-0.026773906046701934, 0.08304615707225321]"
74,3,"[np.float64(-0.014530545564702846), np.float64(0.15892422128397735)]"
0,0,"[np.float64(0.03279217720374466), np.float64(0.06920647243306531)]"
0,1,"[0.19744781309911766, 0.04217837584983375]"
0,2,"[0.1066998639869816, 0.06774031039131204]"
0,3,"[np.float64(0.045497271578987274), np.float64(0.07488766755823076)]"
1,0,"[np.float64(0.046512005677362425), np.float64(-0.19547068880369933)]"
1,1,"[0.08817490010018036, -0.19307790844084907]"
1,2,"[0.08227274526417695, -0.19755082816684572]"
1,3,"[np.float64(0.034201193390652966), np.float64(-0.19378547140951874)]"
2,0,"[np.float64(0.04767483256713233), np.float64(0.265677783640458)]"
2,1,"[0.12519710303841386, 0.24534341143553487]"
2,2,"[0.11983697848095537, 0.2551689782572799]"
2,3,"[np.float64(0.040642826329028936), np.float64(0.2736602103954191)]"
3,0,"[np.float64(0.34367668360946807), np.float64(-0.07142261590162662)]"
3,1,"[0.2703950944877444, -0.05262657927873498]"
3,2,"[0.3187356382113043, -0.06786343379873201]"
3,3,"[np.float64(0.34791401326912325), np.float64(-0.07410038349571918)]"
4,0,"[np.float64(0.36382743316692906), np.float64(-0.025007561410388075)]"
4,1,"[0.24702741428043895, 0.023604602127975292]"
4,2,"[0.29798671514971375, -0.0032098050876106857]"
4,3,"[np.float64(0.35386872006275066), np.float64(-0.03449417519217476)]"
5,0,"[np.float64(0.05392897643665699), np.float64(-0.240902476858862)]"
5,1,"[0.04511982975117539, -0.247140514277018]"
5,2,"[np.float64(0.06814203653460468), np.float64(-0.2377007125002045)]"
5,3,"[np.float64(0.06029204042512067), np.float64(-0.23965718075866807)]"
6,0,"[np.float64(0.1286372977634486), np.float64(0.10597219512495384)]"
6,1,"[0.12357224107675305, 0.19979507440240674]"
6,2,"[0.12894392268163718, 0.1566830431978223]"
6,3,"[0.12885196110837788, 0.1525369284770456]"
7,0,"[np.float64(0.012781096744639252), np.float64(-0.04516350865778935)]"
7,1,"[-0.040484723183404604, 0.049397121967669794]"
7,2,"[-0.01316708578980056, -0.002305665654333649]"
7,3,"[-0.027688527395893746, 0.03049727396115162]"
8,0,"[np.float64(-0.11172149552851429), np.float64(-0.2936030957878847)]"
8,1,"[-0.15465342136276336, -0.34575184940153264]"
8,2,"[-0.13844092873182592, -0.3201993980061901]"
8,3,"[np.float64(-0.13158880414812615), np.float64(-0.308874551313558)]"
9,0,"[np.float64(0.12709211029472933), np.float64(0.019294435718721192)]"
9,1,"[0.0732621795155397, -0.11973779091600056]"
9,2,"[0.11537343068963465, -0.08873353860736563]"
9,3,"[np.float64(0.12962594281460402), np.float64(-0.05937809729345088)]"
10,0,"[np.float64(-0.1104876408132324), np.float64(-0.09575148740362363)]"
10,1,"[0.09524992368486564, -0.12734177688877035]"
10,2,"[-0.002747567880499825, -0.09053301309696041]"
10,3,"[np.float64(-0.10916373141783357), np.float64(-0.08003805203372316)]"
11,0,"[np.float64(0.3743408468993041), np.float64(0.13067916358228548)]"
11,1,"[0.3226568798315633, 0.3303310943828047]"
