context,p,decision
64,1,"[0.2713420683958634, 0.08753451663124232]"
64,2,"[0.2645938793556898, 0.07967313088255017]"
64,3,"[np.float64(0.1720478068783372), np.float64(-0.10902053100369008)]"
65,0,"[np.float64(0.21006309652162236), np.float64(0.2345131930985551)]"
65,1,"[0.24360108049777035, 0.22298190923513228]"
65,2,"[0.23179106297300464, 0.24832106225028697]"
65,3,"[np.float64(0.21297782751789945), np.float64(0.25092226790677646)]"
66,0,"[np.float64(0.17750167160384966), np.float64(-0.2701609082202475)]"
66,1,"[0.17648798593124476, -0.3848919188271278]"
66,2,"[0.18011653488657237, -0.34744162275813983]"
66,3,"[np.float64(0.17472337126705045), np.float64(-0.2958940602381559)]"
67,0,"[np.float64(0.06492982106298538), np.float64(-0.02563997871133293)]"
67,1,"[-0.07546199988446887, -0.07511353223455697]"
67,2,"[-0.0661139407011099, -0.06994483831888496]"
67,3,"[np.float64(0.07080559699240548), np.float64(-0.019543211618589337)]"
68,0,"[np.float64(0.24971528423049316), np.float64(0.19216993215776773)]"
68,1,"[0.3629828332689326, 0.19272741565028984]"
68,2,"[0.2835772192017051, 0.19407875433866514]"
68,3,"[np.float64(0.25671727606648215), np.float64(0.19359699568799815)]"
69,0,"[np.float64(-0.20364763650504875), np.float64(0.30103889325530864)]"
69,1,"[-0.12873594763979251, 0.054505430952432626]"
69,2,"[-0.15266644382954467, 0.14695571273267433]"
69,3,"[-0.16330390082228957, 0.16922757787379433]"
70,0,"[np.float64(0.12296582229082022), np.float64(0.0792841194785624)]"
70,1,"[0.14790498239481578, 0.02260240859057661]"
70,2,"[0.12796256773420922, 0.07254149778763976]"
70,3,"[np.float64(0.11018654192889535), np.float64(0.10503154654249737)]"
71,0,"[np.float64(-0.11157943484821818), np.float64(-0.09945013943951964)]"
71,1,"[-0.0460351810535035, 0.08620230320273581]"
71,2,"[-0.0681871619095182, 0.00783723567270364]"
71,3,"[np.float64(-0.09596173368926379), np.float64(-0.05191330133183269)]"
72,0,"[np.float64(0.18641754223566298), np.float64(-0.19412720481265006)]"
72,1,"[0.213899255934111, -0.21832282710175127]"
72,2,"[0.1874055283990069, -0.19701922690361948]"
72,3,"[0.18789927917792124, -0.1984173600317407]"
73,0,"[np.float64(0.013965817432455757), np.float64(0.022006174350622423)]"
73,1,"[0.0323876915924301, -0.19871073773834003]"
73,2,"[0.018815820732517072, -0.05835138443184952]"
73,3,"[np.float64(0.007718536762808398), np.float64(0.0004504021426608995)]"
74,0,"[np.float64(0.12341529421811002), np.float64(0.2737852166230789)]"
74,1,"[0.07585470530553169, 0.2019596448263406]"
74,2,"[0.11849470160787047, 0.23494288049671314]"
74,3,"[np.float64(0.1257837490044711), np.float64(0.25275235244879857)]"
0,0,"[np.float64(-0.17129969541890333), np.float64(-0.3413040967705237)]"
0,1,"[-0.10958495338061783, -0.510565971212315]"
0,2,"[-0.16607069712259956, -0.4276632825014817]"
0,3,"[np.float64(-0.19185486416160769), np.float64(-0.33610147771381854)]"
1,0,"[np.float64(0.1420478777739893), np.float64(-0.1463073365614625)]"
1,1,"[0.2705293955642448, -0.16422640890656195]"
1,2,"[0.15540576413415108, -0.1507029640931318]"
1,3,"[np.float64(0.1420478777739893), np.float64(-0.1463073365614625)]"
2,0,"[np.float64(-0.27118626906635773), np.float64(0.15243281554937319)]"
2,1,"[-0.36021003358735526, 0.17981905204837323]"
2,2,"[-0.286048644659028, 0.1512312422628214]"
2,3,"[np.float64(-0.23787324266213247), np.float64(0.14127185565356126)]"
3,0,"[np.float64(0.06466379941474233), np.float64(-0.09821684082865662)]"
3,1,"[0.0628613536872729, -0.014641669289230913]"
3,2,"[0.06323938395213556, -0.04003988459854328]"
3,3,"[np.float64(0.06526095226033013), np.float64(-0.07600527032823044)]"
4,0,"[np.float64(-0.15134521155230998), np.float64(0.2475669875869574)]"
4,1,"[-0.1758058951920012, 0.29834574213239884]"
4,2,"[-0.13318028425262515, 0.25106827953627264]"
4,3,"[np.float64(-0.13086730661870588), np.float64(0.24682072342569505)]"
5,0,"[np.float64(0.02800626263901977), np.float64(-0.0029597103356540314)]"
5,1,"[0.0694865369320386, -0.023257488241712337]"
5,2,"[0.05258615574310723, -0.015973512875507696]"
5,3,"[np.float64(0.018865490540584076), np.float64(0.0016860608500378913)]"
6,0,"[np.float64(-0.11657815794000317), np.float64(0.08508782741855161)]"
6,1,"[-0.0939349560817343, 0.10375846652250441]"
6,2,"[-0.12484153259338279, 0.0904591306435312]"
6,3,"[np.float64(-0.12480480255456072), np.float64(0.08162995889242414)]"
7,0,"[np.float64(0.26133669524945197), np.float64(0.12069686283981883)]"
7,1,"[0.28696938660998517, 0.1719414815797049]"
7,2,"[0.26133669524945197, 0.12069686283981883]"
7,3,"[np.float64(0.2554055625277528), np.float64(0.11401865112181683)]"
8,0,"[np.float64(0.23948203474976196), np.float64(0.09656912170720328)]"
8,1,"[0.25198118423404664, 0.18389242905969655]"
8,2,"[np.float64(0.23694495839668397), np.float64(0.0738625586409909)]"
8,3,"[np.float64(0.23863129672971892), np.float64(0.08838923328935774)]"
9,0,"[np.float64(-0.005770147412456402), np.float64(-0.08531560675688579)]"
9,1,"[-0.021609312132141206, -0.03768442500429113]"
9,2,"[-0.006342477510373458, -0.056199033243997665]"
9,3,"[np.float64(0.0022229331662397753), np.float64(-0.08374700028321011)]"
10,0,"[np.float64(0.05205364863824975), np.float64(-0.4873895815489991)]"
10,1,"[-0.0676915650718104, -0.5017342745293899]"
10,2,"[-0.04131922492504127, -0.5053730716552285]"
10,3,"[np.float64(0.05810581472879406), np.float64(-0.47595894522747795)]"
11,0,"[np.float64(-0.12650526900702272), np.float64(0.08361178146924976)]"
11,1,"[-0.1210335570847364, 0.09105865774694324]"
11,2,"[-0.1320676879573105, 0.08852370785840626]"
11,3,"[np.float64(-0.12158646900302554), np.float64(0.07642743312018106)]"
12,0,"[np.float64(0.05217939911548908), np.float64(-0.04148624551425059)]"
12,1,"[0.03965042907874459, -0.11596917953858188]"
12,2,"[0.04988280298490963, -0.06572519506420052]"
12,3,"[np.float64(0.05647171038647608), np.float64(-0.05196223590633237)]"
13,0,"[np.float64(0.21975343717285578), np.float64(0.18512637636655987)]"
13,1,"[0.17910191782838866, 0.13410939691446042]"
13,2,"[0.19671946260902354, 0.16973986600702293]"
13,3,"[np.float64(0.22452214427783249), np.float64(0.18489638615188414)]"
14,0,"[np.float64(0.020194661594017983), np.float64(0.16373517509964497)]"
14,1,"[-0.023875396862476965, -0.02385074098294112]"
14,2,"[-0.019414479475499, -0.016862738368691274]"
14,3,"[np.float64(0.029975865049162956), np.float64(0.14503184843123856)]"
15,0,"[np.float64(-0.05242073380299625), np.float64(-0.01231288209131473)]"
15,1,"[-0.2339023723555348, -0.011147537955333332]"
15,2,"[-0.12236166509092625, -0.003209901827842185]"
15,3,"[np.float64(-0.06038059872666336), np.float64(-0.00501001229452297)]"
16,0,"[np.float64(0.22643889516616994), np.float64(0.02497257198022152)]"
16,1,"[0.18436878234850732, 0.18529472632675054]"
16,2,"[0.20540639890808626, 0.12942240374789193]"
16,3,"[np.float64(0.22643889516616994), np.float64(0.02497257198022152)]"
17,0,"[np.float64(0.23025882077223517), np.float64(0.1446383133161522)]"
17,1,"[0.10751109221365303, 0.16651654980144798]"
17,2,"[0.18641939766647805, 0.1434665980936744]"
17,3,"[np.float64(0.23650467516364398), np.float64(0.13417803549768784)]"
18,0,"[np.float64(0.10113265153239463), np.float64(0.1550037486739969)]"
18,1,"[0.12232291595594763, 0.08236814367033841]"
18,2,"[0.1046263091197786, 0.11873105691957678]"
18,3,"[np.float64(0.09645747286056507), np.float64(0.16238892031644703)]"
19,0,"[np.float64(0.0058078790916234885), np.float64(-0.06574044825446479)]"
19,1,"[-0.01674685483498857, -0.23359446879818185]"
19,2,"[0.013828464505664467, -0.13925660054102332]"
19,3,"[np.float64(0.024130073106479036), np.float64(-0.06306581186516058)]"
20,0,"[np.float64(0.2762298213693589), np.float64(0.021538291157368373)]"
20,1,"[0.14490372244918048, 0.027192959434265147]"
20,2,"[0.21679079515215693, -0.0074349636063416906]"
20,3,"[np.float64(0.2871400411206097), np.float64(-0.008130330045353427)]"
21,0,"[np.float64(-0.028826864588860572), np.float64(-0.09328771687263826)]"
21,1,"[0.09030619635267415, -0.20249513148613227]"
21,2,"[0.03329673902567646, -0.11169505082737238]"
21,3,"[np.float64(-0.014080559501132982), np.float64(-0.06852076274210561)]"
22,0,"[np.float64(0.17147625861277202), np.float64(0.08974249804591612)]"
22,1,"[0.16912680965249624, -0.03475587455693892]"
22,2,"[0.17135201232231426, 0.02436695823253536]"
22,3,"[np.float64(0.1711308300411416), np.float64(0.10671968036494307)]"
23,0,"[np.float64(0.131640573706251), np.float64(0.32431477076773574)]"
23,1,"[0.08289899108676166, 0.3350132266615392]"
23,2,"[0.10793119893292091, 0.3300202694068839]"
23,3,"[np.float64(0.13961665860994107), np.float64(0.3223763492408432)]"
24,0,"[np.float64(0.09960111440049105), np.float64(-0.15457150383593188)]"
24,1,"[0.08589632015595026, -0.15451589862968637]"
24,2,"[0.09815534106867868, -0.15602042208647476]"
24,3,"[np.float64(0.10247593981761502), np.float64(-0.1521181121281424)]"
25,0,"[np.float64(0.12534320297613616), np.float64(0.1844106339948499)]"
25,1,"[0.1480980866768148, 0.16691972832840293]"
25,2,"[0.1321560121678822, 0.18117284027107391]"
25,3,"[0.12710299999708854, 0.18362258388460742]"
26,0,"[np.float64(-0.07400584031519317), np.float64(-0.11050284669489352)]"
26,1,"[0.23569414621842832, -0.031209412140703965]"
26,2,"[0.0825101054525359, -0.10189919213954723]"
26,3,"[np.float64(-0.024519557315517988), np.float64(-0.12274979867682993)]"
27,0,"[np.float64(-0.21493999430158148), np.float64(-0.2570114118622895)]"
27,1,"[-0.20706977168753107, -0.21025474498669622]"
27,2,"[-0.21301822524973202, -0.24882045940791148]"
27,3,"[np.float64(-0.21922790655218746), np.float64(-0.27558974545139353)]"
28,0,"[np.float64(0.07204644413281278), np.float64(0.031085898245891863)]"
28,1,"[0.10081631133445713, 0.11162629995864634]"
28,2,"[0.10387937615890994, 0.08157825271342513]"
28,3,"[np.float64(0.07500057709680252), np.float64(-0.004530919683189243)]"
29,0,"[np.float64(0.002569283743432474), np.float64(0.07126696447209219)]"
29,1,"[-0.1817477080312117, 0.17221532167609893]"
29,2,"[-0.08502415407788207, 0.10393963022736932]"
29,3,"[np.float64(0.023198027056308204), np.float64(0.04482325832800354)]"
30,0,"[np.float64(-0.056232568543387554), np.float64(-0.1414949644795412)]"
30,1,"[-0.2680856239398688, -0.1395513836668565]"
30,2,"[-0.1717755636909878, -0.14030856437524547]"
30,3,"[np.float64(-0.09424053952602199), np.float64(-0.1463186171703364)]"
31,0,"[np.float64(0.0394802090415593), np.float64(-0.023699770354277193)]"
31,1,"[0.05176212107494835, 0.17093143116565085]"
31,2,"[0.042342536797792096, 0.0421649524345357]"
31,3,"[np.float64(0.034253037167971685), np.float64(-0.04768662424178749)]"
32,0,"[np.float64(0.12000530068127332), np.float64(0.10939804343598566)]"
32,1,"[0.11150840693198587, 0.2325549354607296]"
32,2,"[0.11831535221334358, 0.1744654104082495]"
32,3,"[np.float64(0.12238804857449956), np.float64(0.11428777589938549)]"
33,0,"[np.float64(0.37381041151880556), np.float64(0.16939541905480063)]"
33,1,"[0.12127378370255354, 0.17727100913242347]"
33,2,"[0.24430523248892763, 0.1696745060989073]"
33,3,"[np.float64(0.3351141309667933), np.float64(0.16823160634849582)]"
34,0,"[np.float64(-0.06468936707803183), np.float64(-0.17299161702648552)]"
34,1,"[-0.09634382223646172, 0.007576849146878353]"
34,2,"[-0.0724181736233941, -0.058060747152622355]"
34,3,"[np.float64(-0.0537876233641489), np.float64(-0.18345361795930193)]"
35,0,"[np.float64(0.20085588341711608), np.float64(0.24174752271215869)]"
35,1,"[0.24471225188914314, 0.20471351487233938]"
35,2,"[0.21147263533861876, 0.20175061485882317]"
35,3,"[np.float64(0.19045625320317272), np.float64(0.22764846957939047)]"
36,0,"[np.float64(0.3548143690266033), np.float64(0.31293437623785997)]"
36,1,"[0.3455186780762114, 0.27949223772130816]"
36,2,"[0.3533144841371491, 0.2968759503531211]"
36,3,"[np.float64(0.36063843288662184), np.float64(0.308437843231012)]"
37,0,"[np.float64(0.18868111970210616), np.float64(0.016997762516352974)]"
37,1,"[0.26850641185073276, 0.1650031353725218]"
37,2,"[0.18300342229795377, 0.0403084869953592]"
37,3,"[np.float64(0.15515169750859129), np.float64(-0.017951407463628485)]"
38,0,"[np.float64(0.040283091825550815), np.float64(-0.225335370380993)]"
38,1,"[0.10632690896950903, -0.08563657791199969]"
38,2,"[0.07803550246026644, -0.1317786430922358]"
38,3,"[np.float64(0.03529014194978754), np.float64(-0.19921021244825698)]"
39,0,"[np.float64(0.4147171096825646), np.float64(-0.24866960526786452)]"
39,1,"[0.16621844872265518, -0.3102693333913108]"
39,2,"[0.29978425153864174, -0.26152187681439226]"
39,3,"[np.float64(0.4147171096825646), np.float64(-0.24866960526786452)]"
40,0,"[np.float64(0.18321347992590595), np.float64(-0.1334691929810772)]"
40,1,"[0.15226485011548793, -0.24015048262062477]"
40,2,"[0.17054931911960425, -0.17114005737839255]"
40,3,"[np.float64(0.20227313985629208), np.float64(-0.125354237512129)]"
41,0,"[np.float64(0.010085209570947759), np.float64(0.19361818024332575)]"
41,1,"[0.053748195314413175, 0.2246976816043275]"
41,2,"[0.029381715874385372, 0.19888113432785479]"
41,3,"[np.float64(0.007285731078596994), np.float64(0.18720115853259375)]"
42,0,"[np.float64(0.30058833910191474), np.float64(-0.17792352783343718)]"
42,1,"[0.3012401637612582, -0.1694521587037147]"
42,2,"[0.2992163151871413, -0.17290500920990381]"
42,3,"[np.float64(0.29839077008338816), np.float64(-0.17901840842682712)]"
43,0,"[np.float64(-0.0700944999452883), np.float64(-0.34173889672676516)]"
43,1,"[-0.05281562414274024, -0.13379603075303192]"
43,2,"[-0.06917847499745981, -0.25804374276095665]"
43,3,"[np.float64(-0.07272522636421626), np.float64(-0.31556888504468944)]"
44,0,"[np.float64(-0.21868946859337868), np.float64(-0.21103087746731206)]"
44,1,"[-0.214619705228476, -0.15134103134796842]"
44,2,"[-0.21804957410473264, -0.211700971392872]"
44,3,"[np.float64(-0.21975158075950238), np.float64(-0.22121823445778316)]"
45,0,"[np.float64(-0.08486650993120347), np.float64(-0.14091249972597447)]"
45,1,"[-0.06414429045507157, -0.1967986319562386]"
45,2,"[-0.07972051590208065, -0.17101554174256745]"
45,3,"[np.float64(-0.08772159284808656), np.float64(-0.14631787728149065)]"
46,0,"[np.float64(0.19800652947810787), np.float64(-0.06987210317987458)]"
46,1,"[0.2112121087645647, -0.05653647631230012]"
46,2,"[0.1994951000476737, -0.05692604399818163]"
46,3,"[np.float64(0.19131047222922107), np.float64(-0.06767840542988843)]"
47,0,"[np.float64(-0.21229413384568635), np.float64(-0.07812923099293988)]"
47,1,"[-0.23724437088037836, -0.09316778541909546]"
47,2,"[-0.19998236176090595, -0.12276442848196362]"
47,3,"[np.float64(-0.1960214866411319), np.float64(-0.12042193038107525)]"
48,0,"[np.float64(-0.06575062778828865), np.float64(-0.2083110761341484)]"
48,1,"[-0.11324969845466012, -0.1166713626346833]"
48,2,"[-0.07304606022800003, -0.14975061666631687]"
48,3,"[np.float64(-0.06157926254504782), np.float64(-0.19219705825968256)]"
49,0,"[np.float64(0.06653153405117695), np.float64(-0.07296142832159802)]"
49,1,"[0.020050155995066904, -0.03836612211410106]"
49,2,"[0.053794430133085644, -0.05608760405948186]"
49,3,"[np.float64(0.06800821349953748), np.float64(-0.06687378035028659)]"
50,0,"[np.float64(-0.08952194905404749), np.float64(0.06557941198210936)]"
50,1,"[0.04292274522848767, 0.046803317791176455]"
50,2,"[-0.029545698041235108, 0.06385996399301881]"
50,3,"[np.float64(-0.08428817612501598), np.float64(0.06864638630610252)]"
51,0,"[np.float64(0.2601628458670709), np.float64(0.07033187410026853)]"
51,1,"[0.2792102684268531, -0.0667929650401625]"
51,2,"[0.2598841811008302, 0.024781504918312602]"
51,3,"[np.float64(0.2551229037938063), np.float64(0.05557180770737097)]"
52,0,"[np.float64(0.2605690923429045), np.float64(-0.28891006190915836)]"
52,1,"[0.19271592030944334, -0.3577716214797603]"
52,2,"[0.24019189194466206, -0.29200752716042316]"
52,3,"[np.float64(0.2627385670452346), np.float64(-0.2769616331083784)]"
53,0,"[np.float64(-0.15924178098656253), np.float64(-0.19403130651897177)]"
53,1,"[-0.12770785438027293, -0.08171517883695507]"
53,2,"[-0.1563720716332724, -0.13993897468202166]"
53,3,"[np.float64(-0.16991500679854896), np.float64(-0.17651189511496665)]"
54,0,"[np.float64(-0.1796865551907838), np.float64(0.21034269635064656)]"
54,1,"[0.06201513611185906, 0.17524096847956946]"
54,2,"[-0.02736993190274473, 0.20273154256961365]"
54,3,"[np.float64(-0.18257164196634829), np.float64(0.22532576008656863)]"
55,0,"[np.float64(-0.01847858330346323), np.float64(0.051969485055948506)]"
55,1,"[0.0033960761148617014, 0.266744964548846]"
55,2,"[np.float64(-0.06954045644192107), np.float64(0.05159306221754298)]"
55,3,"[np.float64(-0.06954045644192107), np.float64(0.05159306221754298)]"
56,0,"[np.float64(-0.044558214935357214), np.float64(-0.21070028625725892)]"
56,1,"[-0.002190309002167004, -0.14496997547658036]"
56,2,"[-0.021726843123533512, -0.19060142841698852]"
56,3,"[np.float64(-0.04052800263164801), np.float64(-0.21632895326433788)]"
57,0,"[np.float64(-0.10581789165275857), np.float64(-0.2962434894970284)]"
57,1,"[-0.022814763965834484, -0.1759653687338882]"
57,2,"[-0.08336694127504472, -0.24034051251360875]"
57,3,"[-0.07574277262119167, -0.22966496073209916]"
58,0,"[np.float64(-0.16646212337425634), np.float64(0.17020812257367085)]"
58,1,"[-0.24150458518316578, 0.15553227564265837]"
58,2,"[-0.1697072585378307, 0.15440781733095515]"
58,3,"[np.float64(-0.15939075182257278), np.float64(0.15827599123645908)]"
59,0,"[np.float64(0.24544809931721395), np.float64(0.2120701777455063)]"
59,1,"[0.23299701184293112, 0.14059173904821376]"
59,2,"[0.24069313576947854, 0.17930930999217387]"
59,3,"[np.float64(0.24544809931721395), np.float64(0.2120701777455063)]"
60,0,"[np.float64(0.12505958944578183), np.float64(-0.009506799033362268)]"
60,1,"[0.14654264109253118, 0.012536729083884292]"
60,2,"[0.13306008753118712, 0.0008455180226100839]"
60,3,"[np.float64(0.11729594608558704), np.float64(-0.016413941232584647)]"
61,0,"[np.float64(-0.022712535992807092), np.float64(0.01746542711118998)]"
61,1,"[0.17313274515297766, 0.08902937366818647]"
61,2,"[0.06344857377222762, 0.006881757811233666]"
61,3,"[np.float64(0.0019206236036144742), np.float64(-0.012094707709538188)]"
62,0,"[np.float64(-0.12114077852820225), np.float64(-0.01566915027601258)]"
62,1,"[-0.08344877327216121, 0.18619003503580048]"
62,2,"[-0.12293568083573009, 0.10701869273371284]"
62,3,"[-0.12293568083573009, 0.10701869273371284]"
63,0,"[np.float64(0.18236464088239002), np.float64(0.2799411057789682)]"
63,1,"[0.19640212269447932, 0.282481354449769]"
63,2,"[0.1975927594420066, 0.28049158912914646]"
63,3,"[np.float64(0.18302345893128014), np.float64(0.27835278654552525)]"
64,0,"[np.float64(-0.03305174157065674), np.float64(-0.0466897601723858)]"
64,1,"[-0.013507307905706645, -0.03928303104869652]"
64,2,"[-0.031767226398490465, -0.054068119290699865]"
64,3,"[np.float64(-0.03696085786524979), np.float64(-0.05394989509994376)]"
65,0,"[np.float64(-0.01184870395003082), np.float64(-0.010323753755510652)]"
65,1,"[-0.23930623073082857, -0.05509700505370263]"
65,2,"[-0.1838577944057579, -0.04184468700647117]"
65,3,"[np.float64(-0.06825773049086722), np.float64(0.003266000015525003)]"
66,0,"[np.float64(-0.09177756618345274), np.float64(-0.07655535301297234)]"
66,1,"[-0.09797334463802271, -0.07376001476033246]"
66,2,"[-0.09600140446686456, -0.07056212426975506]"
66,3,"[np.float64(-0.09452085035574256), np.float64(-0.08382009229783129)]"
67,0,"[np.float64(-0.3779178350747725), np.float64(-0.19305637074217655)]"
67,1,"[-0.37873086118434096, -0.20032199425229658]"
67,2,"[-0.3919977889347797, -0.19920552020689034]"
67,3,"[np.float64(-0.37202401951155917), np.float64(-0.19081635081957288)]"
68,0,"[np.float64(-0.28179793911121764), np.float64(-0.07508815142112389)]"
68,1,"[-0.23226222472125868, 0.16346597267583785]"
68,2,"[-0.27827247467714156, 0.035459837287607945]"
68,3,"[np.float64(-0.28692648238728363), np.float64(-0.03329358814812946)]"
69,0,"[np.float64(-0.1585779138837475), np.float64(0.20476815825033984)]"
69,1,"[-0.17701727183480723, 0.07691203909891423]"
69,2,"[-0.15953255288309806, 0.15984953624911072]"
69,3,"[np.float64(-0.15236696859879628), np.float64(0.23139887671777934)]"
70,0,"[np.float64(0.17232522294722272), np.float64(-0.06436019549341843)]"
70,1,"[0.2973049963560928, -0.07340932636309455]"
70,2,"[0.2385349692357957, -0.07731634518838279]"
70,3,"[np.float64(0.1814152212460541), np.float64(-0.0710164089422064)]"
71,0,"[np.float64(0.31760626050998286), np.float64(-0.0015594749454258608)]"
71,1,"[0.330329262813345, 0.10213382986458351]"
71,2,"[0.3201474846826988, 0.04471905479812208]"
71,3,"[np.float64(0.31990529837228976), np.float64(-0.0056315891899713574)]"
72,0,"[np.float64(0.32108256287984593), np.float64(0.09723475880997069)]"
72,1,"[0.42214924751185096, -0.10568228956322319]"
72,2,"[0.330491593044667, 0.015839268603199633]"
72,3,"[np.float64(0.30562676329659383), np.float64(0.06713039844968764)]"
73,0,"[np.float64(0.018272458113137144), np.float64(-0.06446260238756729)]"
73,1,"[-0.048666265238688, -0.021934420525987326]"
73,2,"[-0.006716368814691856, -0.06183837541836438]"
73,3,"[np.float64(0.022441165348247444), np.float64(-0.08149858954428378)]"
74,0,"[np.float64(0.0018616876145710892), np.float64(-0.08808724572696011)]"
74,1,"[-0.1592793558867223, 0.09685765407025108]"
74,2,"[-0.039978931902068235, -0.00826843989520746]"
74,3,"[np.float64(0.0018616876145710892), np.float64(-0.08808724572696011)]"
0,0,"[np.float64(-0.1009867498962512), np.float64(-0.2565782913486127)]"
0,1,"[-0.10726682094062436, -0.1814857734923474]"
0,2,"[-0.10098674989625121, -0.23908903925505542]"
0,3,"[np.float64(-0.09806688977079575), np.float64(-0.2699429529559909)]"
1,0,"[np.float64(-0.08046960712252652), np.float64(-0.14956822451181442)]"
1,1,"[-0.07546301364142702, -0.1860219858658402]"
1,2,"[-0.08055634339044712, -0.15364950689177304]"
1,3,"[np.float64(-0.07987106387872145), np.float64(-0.1436441891351208)]"
2,0,"[np.float64(0.006908641644760634), np.float64(0.08199239455943148)]"
2,1,"[0.07887183315383352, 0.03034740384260752]"
2,2,"[-0.0027957365948150237, 0.06771354039796657]"
2,3,"[np.float64(-0.03163881519691465), np.float64(0.10055977152862214)]"
3,0,"[np.float64(-0.03398778227791832), np.float64(-0.3709248247426682)]"
3,1,"[0.1636603813013226, -0.4528191411398405]"
3,2,"[0.1395910745543807, -0.44148020045089775]"
3,3,"[0.04428457724834508, -0.38180263251292734]"
4,0,"[np.float64(0.10960245676426221), np.float64(-0.04809880194179897)]"
4,1,"[0.32238918166229025, 0.2120747422501045]"
4,2,"[0.2147155702642219, 0.026357895258565234]"
4,3,"[np.float64(0.13802713587123594), np.float64(-0.06201414159589391)]"
5,0,"[np.float64(0.14092675983710348), np.float64(0.11635807178275884)]"
5,1,"[-0.05366055878460165, 0.09067027953343013]"
5,2,"[0.007776386270345315, 0.11391724852236015]"
5,3,"[np.float64(0.14403616370614544), np.float64(0.12077992252484243)]"
6,0,"[np.float64(0.019061145415230914), np.float64(-0.14610622785207023)]"
6,1,"[-0.1490195286230962, -0.10025446361454665]"
6,2,"[-0.05875123926001745, -0.13756016233383328]"
6,3,"[np.float64(-0.0036660208895611737), np.float64(-0.1547202873336978)]"
7,0,"[np.float64(0.1950514711232498), np.float64(-0.23605883270016007)]"
7,1,"[0.2218921713030314, -0.3152973041083526]"
7,2,"[0.20377234369818026, -0.2724996090083529]"
7,3,"[np.float64(0.19558140328293433), np.float64(-0.2425031464417418)]"
8,0,"[np.float64(-0.3869897232410683), np.float64(0.10864728980936245)]"
8,1,"[-0.31485856044668403, 0.09249785295848886]"
8,2,"[-0.34836873837123483, 0.1086151751169867]"
8,3,"[np.float64(-0.3690899835668206), np.float64(0.10782383899820254)]"
9,0,"[np.float64(0.5301613703467118), np.float64(-0.09734303486759789)]"
9,1,"[0.5266935205707212, -0.10964167902605526]"
9,2,"[0.5303650143540357, -0.08800734259846897]"
9,3,"[np.float64(0.5299498746816227), np.float64(-0.09238270166925527)]"
10,0,"[np.float64(0.027112991660038346), np.float64(0.25209235895416443)]"
10,1,"[0.05296162019940374, 0.18451643291467906]"
10,2,"[0.03213220333775081, 0.22671397305780902]"
10,3,"[np.float64(0.02416768662853091), np.float64(0.24238746649329287)]"
11,0,"[np.float64(0.16011426786576125), np.float64(0.19012629815731097)]"
11,1,"[-0.16161298334021504, 0.05134845093944304]"
11,2,"[0.04088037665305087, 0.13148438317951325]"
11,3,"[np.float64(0.17200452757385026), np.float64(0.1978290986943435)]"
12,0,"[np.float64(0.00963910206061532), np.float64(0.05672946081633142)]"
12,1,"[0.16691804987163364, 0.07921968505746277]"
12,2,"[0.07016755992883361, 0.060082725172574514]"
12,3,"[np.float64(0.04099750002957126), np.float64(0.055830479006935135)]"
13,0,"[np.float64(0.24150049200296597), np.float64(-0.02317400152377657)]"
13,1,"[0.2860907239463736, 0.03655909945299407]"
13,2,"[0.2564278904684466, 0.011515909744579278]"
13,3,"[np.float64(0.2269147814883577), np.float64(-0.023890933015799302)]"
14,0,"[np.float64(-0.31584341739733346), np.float64(-0.008622045738999006)]"
14,1,"[-0.19257560186099623, -0.12528585826726482]"
14,2,"[-0.24183711533028573, -0.03812937763415753]"
14,3,"[-0.21359133724981264, -0.10080219840978727]"
15,0,"[np.float64(0.053481334606119535), np.float64(-0.049154219997918955)]"
15,1,"[0.04004036726999591, -0.06936976192975336]"
15,2,"[0.029869774840608154, -0.06760541755824595]"
15,3,"[np.float64(0.043325009185002136), np.float64(-0.036725384415813675)]"
16,0,"[np.float64(0.220872878890569), np.float64(0.14284654419635587)]"
16,1,"[0.3141909237651823, 0.07997595204256051]"
16,2,"[0.3068087260954923, 0.08602955333772151]"
16,3,"[np.float64(0.2382677258249883), np.float64(0.15098383361413165)]"
17,0,"[np.float64(-0.17359765937119387), np.float64(0.07421566877817452)]"
17,1,"[-0.13922071649248063, 0.0549227036349349]"
17,2,"[-0.14620953655287483, 0.05622865082022281]"
17,3,"[np.float64(-0.1941495363719854), np.float64(0.08976700752829492)]"
18,0,"[np.float64(0.056617676748956076), np.float64(0.00014583307840340676)]"
18,1,"[-0.043275166161491116, -0.032146372671859734]"
18,2,"[0.012018695976937405, -0.005796343023228158]"
18,3,"[0.02270709515915491, -0.0018756940624254162]"
19,0,"[np.float64(-0.01600677477077352), np.float64(-0.006597647465301129)]"
19,1,"[-0.1182496738438993, 0.04627050150620167]"
19,2,"[-0.05872792099740565, 0.0008494030602977237]"
19,3,"[np.float64(-0.016314432249588735), np.float64(-0.013952637179046504)]"
20,0,"[np.float64(-0.07048697583120805), np.float64(0.12894818395751462)]"
20,1,"[-0.0483844551460572, 0.1578111651840221]"
20,2,"[np.float64(-0.05656606476381827), np.float64(0.09777539344983867)]"
20,3,"[np.float64(-0.05523292485120966), np.float64(0.10523792974674982)]"
21,0,"[np.float64(0.444255849679867), np.float64(0.1561844883873974)]"
21,1,"[0.41093423465014844, 0.16787264088146014]"
21,2,"[0.40294070110770847, 0.1652382578067929]"
