context,p,decision
10,1,"[-0.21467511804746783, -0.14237085276528325]"
10,2,"[-0.2524637342004973, -0.13877260471638325]"
10,3,"[np.float64(-0.2880072343037333), np.float64(-0.1368885502044399)]"
11,0,"[np.float64(-0.16164129739231153), np.float64(-0.09255693076457999)]"
11,1,"[-0.1676702006966895, -0.055674728541069377]"
11,2,"[-0.15928769235791512, -0.07857615910489989]"
11,3,"[np.float64(-0.1622263024772666), np.float64(-0.09615356986606527)]"
12,0,"[np.float64(-0.36217469998955387), np.float64(-0.10404219149282114)]"
12,1,"[-0.4023160075696354, -0.16119617021822286]"
12,2,"[-0.40811792855575785, -0.15585023153204797]"
12,3,"[np.float64(-0.3730143849914836), np.float64(-0.11523909740138177)]"
13,0,"[np.float64(0.1981815122661102), np.float64(-0.2796191736420274)]"
13,1,"[0.2575332971211786, -0.13285565762139284]"
13,2,"[0.2443984955247583, -0.17871335917349473]"
13,3,"[np.float64(0.2072322035134338), np.float64(-0.26974159853115576)]"
14,0,"[np.float64(0.009055828181531694), np.float64(-0.2683863172699442)]"
14,1,"[0.1838236482968298, -0.21178432192540345]"
14,2,"[0.08219496426854236, -0.2379608592143212]"
14,3,"[np.float64(0.03641268973547668), np.float64(-0.259437874711812)]"
15,0,"[np.float64(-0.008697347898746549), np.float64(-0.13407729927667938)]"
15,1,"[0.002793198994455553, -0.24658944859703752]"
15,2,"[-0.0005914691576510498, -0.22204682972975356]"
15,3,"[-0.0027428845468783864, -0.1965837447351847]"
16,0,"[np.float64(-0.08811674479981083), np.float64(-0.0007942840985570715)]"
16,1,"[-0.10582022858248472, 0.0269277285764441]"
16,2,"[-0.09424939676720348, 0.020513053413572416]"
16,3,"[np.float64(-0.08306881341935762), np.float64(0.007301390060652814)]"
17,0,"[np.float64(-0.174036652964899), np.float64(0.01995748883212805)]"
17,1,"[-0.03252939188631875, -0.03505366024257749]"
17,2,"[-0.08829376815128068, 0.004387021515997996]"
17,3,"[np.float64(-0.12095220956065411), np.float64(0.01069781058398461)]"
18,0,"[np.float64(-0.05019709598380416), np.float64(0.048923762946684976)]"
18,1,"[-0.12420490751847439, 0.20903532288870236]"
18,2,"[-0.0801275190422644, 0.13611212173624546]"
18,3,"[np.float64(-0.06664435233496474), np.float64(0.08105219260339735)]"
19,0,"[np.float64(-0.19328310356819797), np.float64(0.1790724678381802)]"
19,1,"[-0.10803762307164437, 0.13612051943340195]"
19,2,"[-0.13633520281208567, 0.14743236312838118]"
19,3,"[np.float64(-0.1896991552309686), np.float64(0.16876800551814736)]"
20,0,"[np.float64(0.055294301532592), np.float64(-0.10516202832308377)]"
20,1,"[0.016438000258128166, -0.08158260359543879]"
20,2,"[0.020932766452234356, -0.08342421572667724]"
20,3,"[np.float64(0.046126555961688305), np.float64(-0.09865492304556017)]"
21,0,"[np.float64(-0.10901461603005053), np.float64(0.1454769096478557)]"
21,1,"[0.0707349368332289, -0.04979416136822884]"
21,2,"[-0.014236499359985975, 0.030530925550395854]"
21,3,"[np.float64(-0.06470549856703124), np.float64(0.10948168113331244)]"
22,0,"[np.float64(0.14709161615986924), np.float64(-0.26785469994061184)]"
22,1,"[0.21308517415292633, -0.07800065286720423]"
22,2,"[0.1853191227469975, -0.1200592126997757]"
22,3,"[0.1694890770094465, -0.17178851231222642]"
23,0,"[np.float64(0.3088826793243572), np.float64(0.02564823810754896)]"
23,1,"[0.07218576235876599, -0.05031097904776534]"
23,2,"[0.2106695316297909, -0.011498273256018241]"
23,3,"[np.float64(0.2562961731844101), np.float64(0.004956798451206185)]"
24,0,"[np.float64(-0.47100646786411826), np.float64(-0.32390123939710985)]"
24,1,"[-0.35276632364869265, -0.2704829037385963]"
24,2,"[-0.4150060612360945, -0.30299888205523345]"
24,3,"[np.float64(-0.47265919033400944), np.float64(-0.3186162957079156)]"
25,0,"[np.float64(0.1262593913302985), np.float64(-0.05872259183383508)]"
25,1,"[-0.03768090875965285, -0.16621147438296197]"
25,2,"[-0.005825399285064396, -0.07443503891838579]"
25,3,"[np.float64(0.04813369820675471), np.float64(-0.04219059547264565)]"
26,0,"[np.float64(-0.11015900497112799), np.float64(0.139762747119995)]"
26,1,"[-0.07638205417021991, -0.0006868018503084217]"
26,2,"[np.float64(-0.11740531148415703), np.float64(0.12735769141054534)]"
26,3,"[-0.12150429958365835, 0.046043107823756126]"
27,0,"[np.float64(-0.11361352186376385), np.float64(-0.1332749063345777)]"
27,1,"[-0.13430371952415243, -0.06888942706260245]"
27,2,"[-0.142331329416534, -0.07584585632358908]"
27,3,"[np.float64(-0.1597688953417965), np.float64(-0.10673634333228946)]"
28,0,"[np.float64(0.017674410269258943), np.float64(0.08978338750993378)]"
28,1,"[-0.08903243139834745, -0.0060942248548651705]"
28,2,"[-0.08903243139834745, -0.0060942248548651705]"
28,3,"[-0.01502171270152133, 0.05603443052251315]"
29,0,"[np.float64(0.271506279160407), np.float64(-0.0468637073878298)]"
29,1,"[-0.09571017253801559, -0.2130331368115452]"
29,2,"[-0.027267821933934858, -0.1563457175800137]"
29,3,"[np.float64(0.2525162658631292), np.float64(-0.06642980421043092)]"
30,0,"[np.float64(-0.002117439693409745), np.float64(0.09253987770603304)]"
30,1,"[-0.08137997068491362, 0.11204501415209188]"
30,2,"[-0.03330171053179865, 0.05289010518066097]"
30,3,"[-0.02624916006760241, 0.04912381643818085]"
31,0,"[np.float64(-0.058192069850147965), np.float64(-0.025810004749894477)]"
31,1,"[0.0809993438507195, -0.13525597955066454]"
31,2,"[0.011163792629519866, -0.08278046229584646]"
31,3,"[0.07314015531495738, -0.12866843774531578]"
32,0,"[np.float64(0.0880745655946306), np.float64(0.026018888038434558)]"
32,1,"[0.018571774934766652, 0.10098059800186993]"
32,2,"[0.07829276213595486, 0.07263978113073069]"
32,3,"[0.0847876807185686, 0.06634344990937951]"
33,0,"[np.float64(-0.04714087295279887), np.float64(0.1618145977500251)]"
33,1,"[-0.05463622669474143, 0.059241113316345434]"
33,2,"[-0.05216695036362097, 0.1600744184125034]"
33,3,"[np.float64(-0.048642762586090335), np.float64(0.16455539004549297)]"
34,0,"[np.float64(-0.013543187126781178), np.float64(-0.219226013677108)]"
34,1,"[0.08688182486070768, -0.17031880110172465]"
34,2,"[0.10183681462249772, -0.2103640837345464]"
34,3,"[np.float64(0.011412595027564892), np.float64(-0.21696544561981607)]"
35,0,"[np.float64(-0.07515355082815497), np.float64(-0.17110952100617988)]"
35,1,"[-0.02791233641551894, -0.06632976085280064]"
35,2,"[np.float64(-0.06163371049803563), np.float64(-0.11917391329487452)]"
35,3,"[np.float64(-0.056358800012147034), np.float64(-0.09667530909450023)]"
36,0,"[np.float64(-0.109150626026963), np.float64(-0.013671161152783407)]"
36,1,"[-0.10950576749527209, -0.0006711971925040493]"
36,2,"[np.float64(-0.1213802735313116), np.float64(-0.0061650086730933905)]"
36,3,"[-0.1300446463028809, 0.01576390597144795]"
37,0,"[np.float64(0.03314652935407354), np.float64(-0.03658477635829556)]"
37,1,"[0.012824418930771582, -0.07485940086436818]"
37,2,"[0.02661973355524999, -0.037123624489028006]"
37,3,"[np.float64(0.03327145461497221), np.float64(-0.033586998247287676)]"
38,0,"[np.float64(-0.04517571150290384), np.float64(-0.1279988641729075)]"
38,1,"[0.031219621815755223, -0.07234272189877483]"
38,2,"[-0.006824207648031056, -0.03927202022211338]"
38,3,"[-0.007900804470898255, -0.04783586745026848]"
0,0,"[np.float64(-0.12907886115260908), np.float64(0.1790982893650389)]"
0,1,"[-0.08411897868629892, 0.15764228388609577]"
0,2,"[-0.1176797599085393, 0.1691003512071502]"
0,3,"[np.float64(-0.1257965345257347), np.float64(0.1747090113173152)]"
1,0,"[np.float64(-0.07786461662840344), np.float64(0.398534706185783)]"
1,1,"[-0.038380775419144614, 0.3366903720018796]"
1,2,"[-0.07383738631336656, 0.36936330246831517]"
1,3,"[np.float64(-0.07453329598152292), np.float64(0.3853805348027883)]"
2,0,"[np.float64(-0.1408745815257468), np.float64(-0.11033030006655058)]"
2,1,"[-0.1692257864992486, 0.0016568691101516014]"
2,2,"[-0.1546899305279973, -0.02042026113638927]"
2,3,"[np.float64(-0.14467115364896913), np.float64(-0.0853667172911287)]"
3,0,"[np.float64(0.10285323709295957), np.float64(0.4558830398452294)]"
3,1,"[0.08095885364279735, 0.34054296802741135]"
3,2,"[0.09073302447677517, 0.42030250611407316]"
3,3,"[np.float64(0.0954609754108216), np.float64(0.4323234969324288)]"
4,0,"[np.float64(0.03200295594078747), np.float64(-0.3011756560261548)]"
4,1,"[0.22877305688082034, -0.20059513173610957]"
4,2,"[0.1587512921049048, -0.22950054845909154]"
4,3,"[np.float64(0.0804929096813564), np.float64(-0.2744017975764539)]"
5,0,"[np.float64(-0.14927534537231385), np.float64(0.02934859939648749)]"
5,1,"[0.03853975791170636, 0.08443194524796717]"
5,2,"[-0.05902461006887638, 0.05042521083746616]"
5,3,"[np.float64(-0.13467670839251517), np.float64(0.03440035522279291)]"
6,0,"[np.float64(0.10685301681877202), np.float64(0.15963782667624005)]"
6,1,"[0.038973290551228085, 0.12144709010851867]"
6,2,"[0.08608518250923661, 0.14041388160181195]"
6,3,"[np.float64(0.10203382685651294), np.float64(0.15432559136490917)]"
7,0,"[np.float64(0.21359003317761335), np.float64(0.1569394655286727)]"
7,1,"[0.3776011293050483, 0.15416443458537937]"
7,2,"[0.30507489657934345, 0.1435423057934043]"
7,3,"[np.float64(0.24789967222667825), np.float64(0.15880880401002775)]"
8,0,"[np.float64(-0.03531060315746475), np.float64(0.22839455872825093)]"
8,1,"[0.16283351059163131, 0.2800909563899203]"
8,2,"[0.05555743624170069, 0.25194347755956636]"
8,3,"[np.float64(-0.024356358511873608), np.float64(0.23470866593111303)]"
9,0,"[np.float64(-0.20315221092098334), np.float64(-0.11525274543309094)]"
9,1,"[-0.24039109366025435, -0.021717447534770964]"
9,2,"[-0.22737190750445274, -0.04754684956832472]"
9,3,"[np.float64(-0.21267201877595093), np.float64(-0.09027022811188701)]"
10,0,"[np.float64(0.20918698803328778), np.float64(0.14087370623322704)]"
10,1,"[0.21385705671679234, 0.18998086312369472]"
10,2,"[0.20077672213287434, 0.15547661841929392]"
10,3,"[np.float64(0.20733914287472846), np.float64(0.15117898282965667)]"
11,0,"[np.float64(-0.220015517031472), np.float64(0.1343775049293621)]"
11,1,"[0.02989415107788205, -0.06656144969709056]"
11,2,"[-0.07186814714261085, 0.0017995087409246047]"
11,3,"[np.float64(-0.154142752726053), np.float64(0.07277671163230871)]"
12,0,"[np.float64(0.2616483279169667), np.float64(0.08516130679506145)]"
12,1,"[0.2576499475812496, 0.015778558481847248]"
12,2,"[0.2597929461891179, 0.039314381692917136]"
12,3,"[np.float64(0.26046615861133404), np.float64(0.06944870533915823)]"
13,0,"[np.float64(-0.132480611902443), np.float64(0.2194624848342906)]"
13,1,"[-0.15566648492597399, -0.05615942214707664]"
13,2,"[-0.14445558594470795, 0.07542420606144337]"
13,3,"[-0.146485510741707, 0.04837743914048237]"
14,0,"[np.float64(0.2829330415371185), np.float64(0.08457165597098612)]"
14,1,"[0.05437384943620431, 0.09253676060068594]"
14,2,"[0.1574729037000994, 0.07404658292644156]"
14,3,"[np.float64(0.250335499382398), np.float64(0.08193367463191636)]"
15,0,"[np.float64(0.49036719124331013), np.float64(-0.17316966703800488)]"
15,1,"[0.4843331145594053, -0.12367394611242619]"
15,2,"[0.4874339811620779, -0.15160479966193058]"
15,3,"[np.float64(0.4877304407209547), np.float64(-0.16100089361510972)]"
16,0,"[np.float64(-0.2790086202623283), np.float64(0.10067334950095641)]"
16,1,"[0.09490985630695725, -0.11069958474180189]"
16,2,"[-0.10073722243810745, 0.018607608079641777]"
16,3,"[np.float64(-0.15971328773868185), np.float64(0.04489664954620383)]"
17,0,"[np.float64(-0.1981010869593539), np.float64(-0.0028300939815149168)]"
17,1,"[-0.18518335828302435, 0.08109471211116655]"
17,2,"[-0.19513113889490158, 0.06639781414581604]"
17,3,"[np.float64(-0.19573485901079965), np.float64(0.02709064711009894)]"
18,0,"[np.float64(0.07825357301037705), np.float64(-0.10985205602906992)]"
18,1,"[0.1493943092783111, -0.06821132269195412]"
18,2,"[0.11375365884226663, -0.08211269871259477]"
18,3,"[np.float64(0.09217164080850608), np.float64(-0.09972245038424532)]"
19,0,"[np.float64(-0.32557737662573305), np.float64(0.02870361946951172)]"
19,1,"[-0.18315744232262995, -0.13570736305037318]"
19,2,"[-0.23914245431046005, -0.07577071739907033]"
19,3,"[np.float64(-0.3079425514654363), np.float64(0.01030069034720879)]"
20,0,"[np.float64(-0.14052210515628988), np.float64(-0.3813902556949984)]"
20,1,"[-0.1831926103068087, -0.053666164212661155]"
20,2,"[-0.17540032666357885, -0.11277437843784233]"
20,3,"[-0.1679305103209128, -0.16544320308167604]"
21,0,"[np.float64(-0.2385915547710722), np.float64(-0.02119880466764446)]"
21,1,"[-0.2539116898113738, -0.01169736260504381]"
21,2,"[-0.24512357800418313, -0.009773802264097162]"
21,3,"[-0.2441438503341354, -0.011425914924621021]"
22,0,"[np.float64(-0.06934522251218692), np.float64(0.14530447115858353)]"
22,1,"[-0.06439203714882127, 0.09974017302183064]"
22,2,"[-0.06776681978629596, 0.11319358179234847]"
22,3,"[np.float64(-0.06722588406700522), np.float64(0.13502767366424728)]"
23,0,"[np.float64(-0.09132018993669574), np.float64(-0.015448145793284893)]"
23,1,"[0.015687057212447432, -0.05484006446030856]"
23,2,"[-0.040066038377447294, -0.026658866761906028]"
23,3,"[np.float64(-0.08411269540061758), np.float64(-0.018970106430099)]"
24,0,"[np.float64(0.20810089189191788), np.float64(-0.22706619288415036)]"
24,1,"[0.2903834548916143, -0.20136816359756082]"
24,2,"[0.24363908284315658, -0.20963397812132528]"
24,3,"[0.267004578197918, -0.19508596015184534]"
25,0,"[np.float64(-0.10412029684330751), np.float64(0.031481836135158)]"
25,1,"[-0.1382333776271313, -0.053505688391586655]"
25,2,"[-0.09258050812516283, -0.02713106911202428]"
25,3,"[np.float64(-0.07959106357473088), np.float64(0.02340125459152563)]"
26,0,"[np.float64(0.10288761424671153), np.float64(-0.22515577259153827)]"
26,1,"[-0.11247076063988388, -0.2216854903137233]"
26,2,"[np.float64(0.0003605949389356572), np.float64(-0.23280151964362367)]"
26,3,"[np.float64(0.014349278256611739), np.float64(-0.23267743603082963)]"
27,0,"[np.float64(0.0710905424288922), np.float64(-0.05099160067348856)]"
27,1,"[0.04943285227334998, -0.09615525792609832]"
27,2,"[0.014727809092019676, -0.06536413905525121]"
27,3,"[np.float64(0.06703909209263098), np.float64(-0.06152219024044117)]"
28,0,"[np.float64(-0.14096193090281697), np.float64(0.04014045386871663)]"
28,1,"[0.09476602680569846, 0.1355922477641223]"
28,2,"[0.019657174444638076, 0.10576877938868395]"
28,3,"[np.float64(-0.03980727121910202), np.float64(0.07363583690623546)]"
29,0,"[np.float64(-0.021087611004289866), np.float64(0.05912391158130228)]"
29,1,"[-0.14697986681995098, 0.07993641653438646]"
29,2,"[-0.045777113681724574, 0.03815629405418714]"
29,3,"[-0.059630748281691265, 0.04287981083025627]"
30,0,"[np.float64(0.10955207095602981), np.float64(0.10663262151360735)]"
30,1,"[0.04273517236865934, 0.236616078662028]"
30,2,"[0.09475219293549039, 0.15882209111238121]"
30,3,"[np.float64(0.10839069845585766), np.float64(0.11136050405803777)]"
31,0,"[np.float64(0.021819318710559074), np.float64(-0.10103423166665702)]"
31,1,"[-0.10762511205034286, 0.01761262254219267]"
31,2,"[-0.10762511205034286, 0.01761262254219267]"
31,3,"[np.float64(-0.04305964824056456), np.float64(-0.08862410398640087)]"
32,0,"[np.float64(-0.12756020168952248), np.float64(0.1786841794042361)]"
32,1,"[-0.17896290418645608, 0.22390421004034433]"
32,2,"[-0.16650843470603396, 0.20999204969023036]"
32,3,"[np.float64(-0.14484984304687143), np.float64(0.18307000491716857)]"
33,0,"[np.float64(0.13111775238664636), np.float64(0.03613293783630617)]"
33,1,"[0.05389741771361755, 0.1940359014153167]"
33,2,"[0.06034565001536193, 0.14567437347262335]"
33,3,"[np.float64(0.12216616106058012), np.float64(0.04377295632159396)]"
34,0,"[np.float64(-0.018616868973777803), np.float64(0.0009110502183024838)]"
34,1,"[0.04749824611149181, -0.009769049395021531]"
34,2,"[0.0020821120683024996, 0.00684194233724951]"
34,3,"[-0.006672230349521677, 0.007785626307752827]"
35,0,"[np.float64(-0.05813956837256372), np.float64(-0.13423539752041924)]"
35,1,"[-0.062285336817495845, -0.1070393775531095]"
35,2,"[-0.054198627501069976, -0.12897982535941116]"
35,3,"[-0.052208841170719764, -0.13042894704033098]"
36,0,"[np.float64(0.07058997398946458), np.float64(-0.08165998486194416)]"
36,1,"[0.07431514855191465, 0.08582856656659116]"
36,2,"[0.08492052426878631, -0.03664098543732836]"
36,3,"[0.08413788101305072, -0.032566980710665334]"
37,0,"[np.float64(-0.1513440065691307), np.float64(0.19769356600702925)]"
37,1,"[0.03532839256035151, 0.06890194208890296]"
37,2,"[0.03532839256035151, 0.06890194208890296]"
37,3,"[-0.036261658916301245, 0.12444296624622198]"
38,0,"[np.float64(0.03447166010556876), np.float64(-0.04657381952059)]"
38,1,"[0.11962376166124702, 0.01479674504728025]"
38,2,"[0.12683414349027325, 0.009394934328185101]"
38,3,"[np.float64(0.07405071385163109), np.float64(-0.011842751503392757)]"
0,0,"[np.float64(-0.17383584176980793), np.float64(0.23675365931939163)]"
0,1,"[-0.3375471016729459, 0.2962788152970891]"
0,2,"[-0.2686318550572223, 0.2533438974205044]"
0,3,"[np.float64(-0.19331295950333113), np.float64(0.24241818260336434)]"
1,0,"[np.float64(-0.06537026734138149), np.float64(-0.40427463642996986)]"
1,1,"[-0.022882156545441838, -0.17436226652818637]"
1,2,"[-0.03444279917879827, -0.19328484911199792]"
1,3,"[np.float64(-0.060849436207571446), np.float64(-0.39282111634954714)]"
2,0,"[np.float64(0.019361894715683215), np.float64(0.05079071529377446)]"
2,1,"[0.3113630935620599, -0.15005879968202496]"
2,2,"[0.16720521784400133, -0.0324854408052522]"
2,3,"[np.float64(0.09871578361866719), np.float64(0.0002479610238549368)]"
3,0,"[np.float64(0.07957684357536164), np.float64(0.4204471876146791)]"
3,1,"[-0.2568215210761171, 0.42462526257075617]"
3,2,"[-0.13996559174454257, 0.41769998927036733]"
3,3,"[np.float64(-0.007131896587527414), np.float64(0.4204681731922937)]"
4,0,"[np.float64(0.14253593082291593), np.float64(0.2186955353470123)]"
4,1,"[-0.11806823949431808, 0.17712722685521812]"
4,2,"[0.018265947091624914, 0.19353439203325412]"
4,3,"[np.float64(0.0895156825240489), np.float64(0.20569135368497213)]"
5,0,"[np.float64(0.42931994908964594), np.float64(0.11912095529381769)]"
5,1,"[0.4009323756401881, 0.08426009762893641]"
5,2,"[0.41521187892593947, 0.11032832225620233]"
5,3,"[np.float64(0.42246139626577567), np.float64(0.11219054171693428)]"
6,0,"[np.float64(-0.13082955444783415), np.float64(0.11192859779246622)]"
6,1,"[0.0046701712404636775, 0.1945739922664944]"
6,2,"[-0.05446026636902543, 0.1469846525520955]"
6,3,"[np.float64(-0.09392595074879263), np.float64(0.12920984987303605)]"
7,0,"[np.float64(0.02215744864202376), np.float64(-0.02597643641951105)]"
7,1,"[-0.2744288834421843, -0.017833500633931805]"
7,2,"[-0.1559875451464684, -0.022819682353819058]"
7,3,"[np.float64(0.02215744864202376), np.float64(-0.02597643641951105)]"
8,0,"[np.float64(0.18322078329821667), np.float64(0.009095884899809704)]"
8,1,"[-0.050275828706753505, -0.008427100632716927]"
8,2,"[0.04837693946836972, -6.506169663034883e-05]"
8,3,"[np.float64(0.1272761710469934), np.float64(0.00436617223347379)]"
9,0,"[np.float64(-0.49511508343562), np.float64(0.01148155336028938)]"
9,1,"[-0.4936731764835055, 0.04604858236105077]"
9,2,"[-0.489416951083805, 0.02888839909014254]"
9,3,"[np.float64(-0.4923481677038782), np.float64(0.020957251506179095)]"
10,0,"[np.float64(-0.25114196823115653), np.float64(0.23571483630379236)]"
10,1,"[-0.2232973922337001, 0.14842958605501433]"
10,2,"[-0.20818771775760192, 0.16942451434353842]"
10,3,"[np.float64(-0.234431579378805), np.float64(0.20609478357045175)]"
11,0,"[np.float64(-0.12805718461905036), np.float64(-0.22185939235031238)]"
11,1,"[0.08157194045690859, -0.15764365016064236]"
11,2,"[-0.030928177550714087, -0.18871080960546618]"
11,3,"[np.float64(-0.08280898273472964), np.float64(-0.20524778929371995)]"
12,0,"[np.float64(0.20514189151509374), np.float64(-0.17560588143984526)]"
12,1,"[-0.06285235568251475, -0.13771485455479332]"
12,2,"[0.08821673808805194, -0.15567392509730865]"
12,3,"[np.float64(0.13011825235605903), np.float64(-0.17002232742011894)]"
13,0,"[np.float64(0.14945059763549373), np.float64(0.13907063673331638)]"
13,1,"[-0.06438378674858727, 0.15415899443227934]"
13,2,"[0.01382621805991957, 0.1460010378162716]"
13,3,"[np.float64(0.1048907971897616), np.float64(0.14102780603925558)]"
14,0,"[np.float64(0.2314722051137687), np.float64(0.10465278009668345)]"
14,1,"[0.1657027581346876, -0.07585925023384196]"
14,2,"[0.17485235002712946, -0.042432443140527465]"
14,3,"[np.float64(0.21490791352809963), np.float64(0.06801632946959175)]"
15,0,"[np.float64(0.12153463828428207), np.float64(0.025167971853715276)]"
15,1,"[-0.01406165886158456, -0.04135450321139729]"
15,2,"[0.06679992106797945, -0.021958891932031103]"
15,3,"[np.float64(0.09938935360566206), np.float64(0.011699412783448486)]"
16,0,"[np.float64(-0.05421578445187139), np.float64(0.1290074379850166)]"
16,1,"[-0.1846506380451372, 0.027236107827722816]"
16,2,"[-0.11456813880137012, 0.08706485855337341]"
16,3,"[np.float64(-0.08842988628995636), np.float64(0.10564245846969629)]"
17,0,"[np.float64(-0.07794947389358803), np.float64(0.06421031939205521)]"
17,1,"[-0.32001978448439056, 0.1230936939429393]"
17,2,"[-0.18439971931348076, 0.09440538837766008]"
17,3,"[np.float64(-0.14140847991964586), np.float64(0.0837504413933576)]"
18,0,"[np.float64(0.04277300016511563), np.float64(-0.08031716302050057)]"
18,1,"[0.07736317273588858, -0.17762284845829546]"
18,2,"[0.07950959839952823, -0.15667776071635792]"
18,3,"[np.float64(0.04750376185522613), np.float64(-0.11097976086226298)]"
19,0,"[np.float64(-0.031305511128385255), np.float64(-0.23621598094491913)]"
19,1,"[-0.1629480020650434, 0.06299008747010607]"
19,2,"[-0.15272007245345598, 0.03133671527436888]"
19,3,"[np.float64(-0.06235626151658594), np.float64(-0.14548005189761887)]"
20,0,"[np.float64(0.4167499609267694), np.float64(-0.4730385609477489)]"
20,1,"[0.29334416384960393, -0.2498983188549151]"
20,2,"[0.3570781181557552, -0.3713285231494644]"
20,3,"[np.float64(0.3967456085633051), np.float64(-0.43135761657282845)]"
21,0,"[np.float64(-0.12285832148281846), np.float64(-0.06414452359379556)]"
21,1,"[0.1277264244735257, -0.0026016615384265446]"
21,2,"[0.004577365191486353, -0.018598137839913275]"
21,3,"[np.float64(-0.05071103742524699), np.float64(-0.044680715482636114)]"
22,0,"[np.float64(-0.20222782674988599), np.float64(0.09450996662886509)]"
22,1,"[-0.13646553520895324, 0.05984994382021187]"
22,2,"[-0.17114071236225875, 0.04854099464984234]"
22,3,"[np.float64(-0.19872296762440392), np.float64(0.08277075054509363)]"
23,0,"[np.float64(-0.2573398573845646), np.float64(-0.3817035846409593)]"
23,1,"[-0.034852991779125715, -0.30506696586476995]"
23,2,"[-0.040079116149224624, -0.3098956060815134]"
23,3,"[np.float64(-0.23303999000564501), np.float64(-0.36958698118966776)]"
24,0,"[np.float64(-0.13657190008147058), np.float64(0.18387096336069542)]"
24,1,"[-0.004615065408416602, 0.25477251388210764]"
24,2,"[-0.08190296161763404, 0.21139716077583637]"
24,3,"[np.float64(-0.10054808487218929), np.float64(0.20267650387390052)]"
25,0,"[np.float64(-0.14537402038558947), np.float64(-0.008269335221323434)]"
25,1,"[-0.15016919766885273, 0.08712072519220562]"
25,2,"[-0.13709087920960994, 0.09106411661508784]"
25,3,"[-0.1260775945715386, 0.08155111695069875]"
26,0,"[np.float64(-0.049643157966046896), np.float64(-0.04054961005012591)]"
26,1,"[-0.0999701074835678, -0.14979143150396781]"
26,2,"[np.float64(-0.04051706171378221), np.float64(-0.04417703613049004)]"
26,3,"[np.float64(-0.025861616899264778), np.float64(-0.0543556996406845)]"
27,0,"[np.float64(0.05336660236421023), np.float64(0.04519650392027009)]"
27,1,"[-0.03902365119804816, -0.07199117684384636]"
27,2,"[-0.01883571866484703, 0.020375983396199393]"
27,3,"[np.float64(0.022354721127276947), np.float64(0.047072206844652506)]"
28,0,"[np.float64(-0.22531433843031476), np.float64(-0.16369565678364664)]"
28,1,"[-0.1221872107210541, 0.08247169406557822]"
28,2,"[-0.16130458881087104, 0.01456851139272684]"
28,3,"[np.float64(-0.2062433084915179), np.float64(-0.09791820173103039)]"
29,0,"[np.float64(0.10379094370832297), np.float64(-0.15029526792759879)]"
29,1,"[-0.008992239930321274, -0.09714460111868463]"
29,2,"[0.01831845277146038, -0.07984301595344002]"
29,3,"[0.03974308986331514, -0.08283547602733829]"
30,0,"[np.float64(0.07691971763733998), np.float64(0.18244285346136044)]"
30,1,"[0.22711960260161762, 0.12318538721994834]"
30,2,"[0.18330305719227435, 0.13043595023747973]"
30,3,"[0.17595698055497383, 0.13293264497940901]"
31,0,"[np.float64(0.088092085129752), np.float64(-0.025284326689881956)]"
31,1,"[-0.05329352054777374, -0.07792746032292062]"
31,2,"[-0.01778285094792307, -0.058999671749691195]"
31,3,"[np.float64(0.09490872654557574), np.float64(-0.026120618778647686)]"
32,0,"[np.float64(-0.040257744094666176), np.float64(0.31744246718931823)]"
32,1,"[0.1442026720555235, -0.0252354688219626]"
32,2,"[0.1433024588347071, -0.01262386066109912]"
32,3,"[np.float64(-0.020429918701074905), np.float64(0.2989905914297007)]"
33,0,"[np.float64(-0.057757765577197445), np.float64(0.09109080971905903)]"
33,1,"[-0.030735220740616888, 0.062391396767800936]"
33,2,"[np.float64(-0.07098412388581261), np.float64(0.027547766897452027)]"
33,3,"[-0.06885083668752832, 0.01788787003572738]"
34,0,"[np.float64(-0.21468445092906743), np.float64(0.10092468644396765)]"
34,1,"[-0.16892868411740836, -0.04988503820370913]"
34,2,"[-0.20542978481690463, 0.031533690126645676]"
34,3,"[np.float64(-0.21151958246795582), np.float64(0.09239024430718588)]"
35,0,"[np.float64(-0.18174454376378696), np.float64(0.07589352378722329)]"
35,1,"[-0.10991705136253532, 0.10024643537895203]"
35,2,"[-0.10099637867648942, 0.12486936279661537]"
35,3,"[np.float64(-0.15886882808999847), np.float64(0.07649996178812946)]"
36,0,"[np.float64(-0.026133013546869355), np.float64(-0.08006326016196004)]"
36,1,"[0.033195364497073776, -0.06765446404793454]"
36,2,"[0.02611061452028313, -0.07712488013773496]"
36,3,"[0.024178932300386865, -0.07680848109040785]"
37,0,"[np.float64(-0.049069122869460004), np.float64(0.07557491024731486)]"
37,1,"[-0.006475676175001766, -0.07158761443107534]"
37,2,"[-0.0038571969468363526, -0.0003883704252637954]"
37,3,"[np.float64(-0.04797228275298247), np.float64(0.06531504958185547)]"
38,0,"[np.float64(0.01940665615489411), np.float64(0.13663691349059437)]"
38,1,"[0.03856689572966522, 0.14236959056597492]"
38,2,"[0.03711040513728796, 0.14672328770591048]"
38,3,"[0.015133478643762204, 0.13646813066701485]"
0,0,"[np.float64(0.30710247124930706), np.float64(-0.3234847246088009)]"
0,1,"[0.20613597092772917, -0.35854630560716566]"
0,2,"[0.24474264083363378, -0.34121720455503796]"
0,3,"[np.float64(0.2994507074709497), np.float64(-0.32775596786559946)]"
1,0,"[np.float64(0.32170230932285226), np.float64(-0.09370858741797192)]"
